ID,Gender,Marital Status,Age,City,State,Zip,Email Domain,Total Given,Total Number of Gifts,Average Gift Amount,Largest Gift Amount,Smallest gift Amount,Total unsolicited gifts,Total Event Participations,Total Meetings or Phone Calls,First Appeal Date,Is Org Contact?,First Gift Date,First Gift Amount,Second Gift Date,Second Gift Amount
10152118,Unknown,,,Minneapolis,MN,55418,email.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/24/2011,$50.00,,
10152119,Unknown,,,Reisterstown,MD,21136,gmail.com,$20.00,1,$20.00,$20.00,$20.00,0,0,0,3/9/2012,,12/24/2011,$20.00,,
10152121,Unknown,,,Saint Paul,MN,55122-3163,comcast.net,$50.00,1,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/26/2011,$50.00,,
10152122,Unknown,,,Champlin,MN,55316,q.com,$150.00,3,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/26/2011,$50.00,6/20/2012,$50.00
10152123,Unknown,,,Woodbury,MN,55125,,$200.00,1,$200.00,$200.00,$200.00,0,0,0,3/9/2012,,12/23/2011,$200.00,,
10152125,Male,Married,,Forest Lake,MN,55025,,$160.00,2,$80.00,$150.00,$10.00,1,0,0,3/9/2012,,12/23/2011,$10.00,6/24/2015,$150.00
10152126,Unknown,,,Scandia,MN,55073,,$20.00,1,$20.00,$20.00,$20.00,1,0,0,3/9/2012,,12/23/2011,$20.00,,
10152127,Unknown,,,Forest Lake,MN,55025-1143,,$25.00,1,$25.00,$25.00,$25.00,1,0,0,3/9/2012,,12/23/2011,$25.00,,
10152128,Male,Married,,Marine on St. Croix,MN,55047-9717,,$50.00,2,$25.00,$25.00,$25.00,1,0,0,3/9/2012,,12/23/2011,$25.00,12/19/2012,$25.00
10152129,Unknown,,,Forest Lake,MN,55025,,$163.00,3,$54.33,$100.00,$13.00,3,0,0,3/9/2012,,12/23/2011,$50.00,12/31/2012,$13.00
10152130,Unknown,,,Forest Lake,MN,55025,,$55.00,1,$55.00,$55.00,$55.00,1,0,0,3/9/2012,,12/23/2011,$55.00,,
10152131,Unknown,,,Scandia,MN,55073,,$55.00,1,$55.00,$55.00,$55.00,1,0,0,3/9/2012,,12/23/2011,$55.00,,
10152132,Unknown,,41,Golden Valley,MN,55416,carlson.com,$150.00,2,$75.00,$100.00,$50.00,1,1,0,3/9/2012,,12/23/2011,$100.00,10/11/2016,$50.00
10152133,Male,Married,,Fort Wayne,IN,46825-5065,,$200.00,1,$200.00,$200.00,$200.00,0,0,0,11/12/2012,,12/27/2011,$200.00,,
10152135,Unknown,,,New Richmond,WI,54017,,$33.00,2,$16.50,$21.00,$12.00,2,0,0,3/9/2012,,12/23/2011,$21.00,12/31/2012,$12.00
10152136,Unknown,,,Stillwater,MN,55082,,$12.00,1,$12.00,$12.00,$12.00,1,0,0,3/9/2012,,12/23/2011,$12.00,,
10152137,Unknown,,,Fargo,ND,58102-4738,,$12.00,1,$12.00,$12.00,$12.00,1,0,0,3/9/2012,,12/23/2011,$12.00,,
10152138,Unknown,,,Tomahawk,WI,54487-9562,,$30.00,2,$15.00,$18.00,$12.00,2,0,0,3/9/2012,,12/23/2011,$12.00,12/31/2012,$18.00
10152139,Unknown,,,Saint Paul,MN,55126-2113,,$12.00,1,$12.00,$12.00,$12.00,1,0,0,3/9/2012,,12/23/2011,$12.00,,
10152140,Unknown,,,Saint Paul,MN,55115-2814,,$42.00,2,$21.00,$27.00,$15.00,2,0,0,3/9/2012,,12/23/2011,$15.00,12/31/2012,$27.00
10152141,Unknown,,,Minneapolis,MN,55417,,$27.00,1,$27.00,$27.00,$27.00,1,0,0,3/9/2012,,12/23/2011,$27.00,,
10152142,Unknown,,,Woodbury,MN,55125-3839,,$27.00,1,$27.00,$27.00,$27.00,1,0,0,3/9/2012,,12/23/2011,$27.00,,
10152143,Unknown,,49,Saint Paul,MN,55108,comcast.net,$27.00,1,$27.00,$27.00,$27.00,1,0,0,3/9/2012,,12/23/2011,$27.00,,
10152144,Female,,,White Bear Lake,MN,55110,,$36.00,1,$36.00,$36.00,$36.00,1,0,0,3/9/2012,,12/23/2011,$36.00,,
10152145,Unknown,,,Hudson,WI,54016,,$176.00,3,$58.67,$102.00,$24.00,2,0,0,3/9/2012,,12/23/2011,$102.00,12/31/2012,$24.00
10152146,Unknown,,,Eagan,MN,55122,,$72.00,2,$36.00,$36.00,$36.00,2,0,0,3/9/2012,,12/23/2011,$36.00,12/31/2012,$36.00
10152147,Unknown,,,Cottage Grove,MN,55016-2114,,$96.00,2,$48.00,$66.00,$30.00,2,0,0,3/9/2012,,12/23/2011,$66.00,12/31/2012,$30.00
10152148,Female,,,Minneapolis,MN,55412-1143,,"$1,000.00",1,"$1,000.00","$1,000.00","$1,000.00",1,0,2,11/15/2012,,12/27/2011,"$1,000.00",,
10152150,Unknown,,,Clive,IA,50325-6625,,$25.00,1,$25.00,$25.00,$25.00,1,0,0,3/9/2012,,12/27/2011,$25.00,,
10152152,Unknown,,36,Prior Lake,MN,55372,gmail.com,"$3,500.00",5,$700.00,"$1,000.00",$500.00,0,0,0,11/15/2012,,12/28/2011,"$1,000.00",12/28/2011,"$1,000.00"
10152183,Unknown,,,Minneapolis,MN,55439-2768,aol.com,$125.00,4,$31.25,$50.00,$25.00,0,0,0,3/9/2012,,12/28/2011,$25.00,6/2/2012,$25.00
10152184,Unknown,,,Orono,MN,55356,,"$1,000.00",1,"$1,000.00","$1,000.00","$1,000.00",1,0,0,11/15/2012,,12/30/2011,"$1,000.00",,
10152186,Unknown,,,Lakeville,MN,55044,,$20.00,1,$20.00,$20.00,$20.00,1,0,0,3/9/2012,,12/30/2011,$20.00,,
10152187,Unknown,,,Thief River Falls,MN,56701-3613,,$30.00,1,$30.00,$30.00,$30.00,1,0,0,3/9/2012,,12/30/2011,$30.00,,
10152188,Unknown,,,Stillwater,MN,55082,comcast.net,"$2,250.00",5,$450.00,"$1,000.00",$250.00,0,0,0,3/9/2012,,12/29/2011,$500.00,1/7/2013,"$1,000.00"
10152190,Unknown,,,Plymouth,MN,55446,comcast.net,"$1,750.00",4,$437.50,$500.00,$250.00,0,0,0,3/9/2012,,12/30/2011,$250.00,12/18/2013,$500.00
10152191,Unknown,,,Minneapolis,MN,55409,comcast.net,$226.11,6,$37.69,$50.00,$25.00,0,0,0,3/9/2012,,12/28/2011,$25.00,12/28/2012,$26.11
10152192,Unknown,,,New Brighton,MN,55112,usfamily.net,"$1,000.00",1,"$1,000.00","$1,000.00","$1,000.00",0,0,0,11/15/2012,,12/31/2011,"$1,000.00",,
10152193,Unknown,,,Minneapolis,MN,55401,hotmail.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,3/9/2012,,12/29/2011,$100.00,,
10152194,Unknown,,,Saint Paul,MN,55114,macalester.edu,$150.00,2,$75.00,$100.00,$50.00,0,0,0,3/9/2012,,12/29/2011,$100.00,12/31/2013,$50.00
10152195,Unknown,,,White Bear Lake,MN,551102347,gmail.com,$300.00,2,$150.00,$200.00,$100.00,0,0,0,3/9/2012,,12/29/2011,$100.00,12/27/2013,$200.00
10152197,Unknown,,,Minneapolis,MN,55426-3342,earthlink.net,$100.00,1,$100.00,$100.00,$100.00,0,0,0,3/9/2012,,12/30/2011,$100.00,,
10152198,Unknown,,,Benicia,CA,94510-1425,yahoo.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,3/9/2012,,12/31/2011,$100.00,,
10152199,Unknown,,,St. Paul,MN,55108,comcast.net,$625.00,6,$104.17,$125.00,$100.00,0,0,0,3/9/2012,,12/31/2011,$100.00,12/19/2012,$125.00
10152200,Unknown,,,Shoreview,MN,55126,kambo.org,$100.00,1,$100.00,$100.00,$100.00,0,0,0,3/9/2012,,12/31/2011,$100.00,,
10152201,Unknown,,,Minneapolis,MN,55406,gmail.com,$500.00,1,$500.00,$500.00,$500.00,0,0,0,3/9/2012,,12/31/2011,$500.00,,
10152202,Unknown,,,Burnsville,MN,55337,aol.com,$550.00,2,$275.00,$500.00,$50.00,0,0,0,3/9/2012,,12/31/2011,$500.00,8/22/2013,$50.00
10152205,Male,,,Carver,MN,55315-4544,,$200.00,4,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/31/2011,$50.00,8/2/2013,$50.00
10152207,Unknown,,,Naples,FL,34119-0925,,"$2,000.00",2,"$1,000.00","$1,000.00","$1,000.00",2,0,0,,,12/31/2011,"$1,000.00",12/31/2012,"$1,000.00"
10152218,Unknown,,,Elk River,MN,55330,,$51.00,1,$51.00,$51.00,$51.00,1,0,0,3/9/2012,,12/31/2011,$51.00,,
10152221,Unknown,,,Loudonville,NY,12211-2619,nycap.rr.com,$10.00,1,$10.00,$10.00,$10.00,0,0,0,3/9/2012,,12/15/2011,$10.00,,
10152223,Unknown,,,Minneapolis,MN,55406,yahoo.com,$100.00,2,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/31/2011,$50.00,12/31/2013,$50.00
10152224,Unknown,,,Gulfport,FL,33711-3608,gmail.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,3/9/2012,,12/16/2011,$100.00,,
10152225,Unknown,,,Edina,MN,55436,mac.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,3/9/2012,,12/18/2011,$100.00,,
10152226,Unknown,,,Minneapolis,MN,55412,yahoo.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,3/9/2012,,12/18/2011,$25.00,,
10152228,Unknown,,,Mound,MN,55364-8016,embarqmail.com,$150.00,2,$75.00,$100.00,$50.00,0,0,0,3/9/2012,,12/19/2011,$50.00,12/26/2012,$100.00
10152229,Unknown,,,Omaha,NE,68135,abbott.com,$120.00,1,$120.00,$120.00,$120.00,0,0,0,3/9/2012,,12/20/2011,$120.00,,
10152233,Unknown,,,Saint Paul,MN,55104,comcast.net,$798.61,5,$159.72,$249.61,$100.00,0,0,0,3/9/2012,,12/31/2011,$249.00,12/31/2012,$249.61
10152235,Unknown,,,St. Paul,MN,55101,umn.edu,"$1,750.00",6,$291.67,"$1,000.00",$50.00,0,1,0,3/9/2012,,12/31/2011,$50.00,9/27/2012,$50.00
10152236,Unknown,,,Belle Mead,NJ,08502,comcast.net,$50.00,1,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/31/2011,$50.00,,
10152238,Unknown,,,Minneapolis,MN,55406,blackbaud.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,3/9/2012,,12/30/2011,$250.00,,
10152239,Unknown,,,Plymouth,MN,55446,juno.com,$150.00,2,$75.00,$100.00,$50.00,0,0,0,3/9/2012,,12/30/2011,$50.00,12/29/2015,$100.00
10152240,Unknown,,,Savage,MN,55378,hotmail.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,3/9/2012,,12/30/2011,$250.00,,
10152241,Unknown,,,Urbandale,IA,50322,hotmail.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/30/2011,$50.00,,
10152258,Unknown,,,Northfield,MN,55057,gmail.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/24/2011,$50.00,,
10152260,Unknown,,,Northfield,MN,55057,charter.net,$25.00,1,$25.00,$25.00,$25.00,0,0,0,3/9/2012,,12/20/2011,$25.00,,
10152261,Unknown,,,Edina,MN,55439,gmail.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/22/2011,$50.00,,
10152263,Unknown,,,Minneapolis,MN,55438-1464,earthlink.net,$25.00,1,$25.00,$25.00,$25.00,0,0,0,3/9/2012,,12/22/2011,$25.00,,
10152264,Unknown,,,St. Paul,MN,55105-1134,yahoo.com,$75.00,1,$75.00,$75.00,$75.00,0,0,0,3/9/2012,,12/23/2011,$75.00,,
10152266,Unknown,,,Shoreview,MN,55126,gmail.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,3/9/2012,,12/23/2011,$25.00,,
10152268,Unknown,,,Stillwater,MN,55082,gmail.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,3/9/2012,,12/23/2011,$25.00,,
10152269,Unknown,,,Mercer Island,WA,98040,gmail.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,3/9/2012,,12/23/2011,$25.00,,
10152270,Unknown,,,Andover,MN,55304-6523,yahoo.com,$200.00,1,$200.00,$200.00,$200.00,0,0,0,3/9/2012,,12/24/2011,$200.00,,
10152273,Unknown,,,New Orleans,LA,70115-2865,gmail.com,$20.00,1,$20.00,$20.00,$20.00,0,0,0,3/9/2012,,12/24/2011,$20.00,,
10152275,Unknown,,,Saint Peter,MN,56082,gmail.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/24/2011,$50.00,,
10152277,Unknown,,,santa fe,NM,87507,gmail.com,$30.00,1,$30.00,$30.00,$30.00,0,0,0,3/9/2012,,12/25/2011,$30.00,,
10152279,Unknown,,,Minnetonka,MN,55345,aol.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,3/9/2012,,12/28/2011,$25.00,,
10152285,Unknown,,,Chaska,MN,55318-1717,yahoo.com,"$7,000.00",5,"$1,400.00","$3,000.00","$1,000.00",1,1,0,11/15/2012,,1/9/2012,"$1,000.00",8/6/2013,"$1,000.00"
10152300,Unknown,,62,Nowthen,MN,55330,aol.com,$30.00,1,$30.00,$30.00,$30.00,0,1,0,5/18/2012,,6/23/2012,$30.00,,
10152358,Unknown,,37,St. Paul,MN,55105,gmail.com,$75.00,1,$75.00,$75.00,$75.00,0,1,0,5/18/2012,,4/20/2013,$75.00,,
10152383,Unknown,,68,Minneapolis,MN,55407,,$40.00,1,$40.00,$40.00,$40.00,0,1,0,5/18/2012,,7/11/2012,$40.00,,
10152389,Unknown,,,Anoka,MN,55303,,$95.00,3,$31.67,$50.00,$20.00,0,0,0,9/13/2012,,1/12/2012,$20.00,5/15/2014,$25.00
10152396,Unknown,,68,Minneapolis,MN,55407,hotmail.com,$30.00,1,$30.00,$30.00,$30.00,0,1,0,5/18/2012,,7/11/2012,$30.00,,
10152398,Female,Married,,Eagan,MN,55122,,$45.00,1,$45.00,$45.00,$45.00,1,0,0,9/13/2012,,1/18/2012,$45.00,,
10152399,Male,Married,,Cottage Grove,MN,55016-4509,,$350.00,4,$87.50,$100.00,$50.00,1,0,0,9/13/2012,,1/18/2012,$100.00,2/19/2013,$100.00
10152554,Unknown,,,Hugo,MN,55038-9411,,$15.00,1,$15.00,$15.00,$15.00,0,0,0,9/13/2012,,1/18/2012,$15.00,,
10152555,Unknown,,,Farmersburg,IA,52047,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/13/2012,,1/18/2012,$25.00,,
10152556,Unknown,,,Mendota Heights,MN,55118,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,1/18/2012,$50.00,,
10152557,Unknown,,,Saint Paul,MN,55117-1672,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,1/18/2012,$50.00,,
10152558,Unknown,,,Buffalo,MN,55313,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,1/18/2012,$50.00,,
10152559,Unknown,,,Plymouth,MN,55442-2595,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,1/18/2012,$100.00,,
10152560,Unknown,,,Fridley,MN,55432,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,1/18/2012,$100.00,,
10152561,Unknown,,,Vadnais Heights,MN,55127,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,1/18/2012,$100.00,,
10152571,Unknown,,35,Savage,MN,55378,mnrealestateteam.com,$235.00,1,$235.00,$235.00,$235.00,1,0,0,9/13/2012,Yes,5/16/2012,$235.00,,
10152612,Unknown,,56,Shakopee,MN,55379,usbank.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,5/18/2012,,12/14/2012,$25.00,,
10152656,Female,,70,Minneapolis,MN,55408,gmail.com,$215.00,6,$35.83,$50.00,$20.00,0,0,0,9/13/2012,,5/9/2012,$25.00,12/6/2012,$20.00
10152736,Unknown,,,Minneapolis,MN,55401,thinkinterval.com,$500.00,1,$500.00,$500.00,$500.00,0,0,0,9/13/2012,,1/18/2012,$500.00,,
10152737,Unknown,,,San Rafael,CA,94903,yahoo.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/13/2012,,1/1/2012,$250.00,,
10152741,Female,,,Plymouth,MN,55446-2940,,$300.00,3,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,1/30/2012,$100.00,3/27/2012,$100.00
10152744,Unknown,,,Apple Valley,MN,55124-9729,,$35.00,2,$17.50,$25.00,$10.00,1,0,0,9/13/2012,,1/31/2012,$25.00,11/26/2012,$10.00
10152805,Male,Married,52,Golden Valley,MN,55422,thermoking.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,5/18/2012,,9/25/2012,$50.00,,
10152842,Unknown,,28,Minnetonka,MN,55345,gmail.com,$185.00,3,$61.67,$75.00,$35.00,0,4,0,5/18/2012,,4/20/2013,$75.00,4/12/2014,$75.00
10152874,Unknown,,,Champlin,MN,55316,MSN.COM,$100.00,2,$50.00,$50.00,$50.00,0,0,0,3/9/2012,,12/21/2011,$50.00,12/20/2012,$50.00
10152878,Unknown,,,Iowa City,IA,52240,gmail.com,$20.00,2,$10.00,$10.00,$10.00,0,0,0,9/13/2012,,1/31/2012,$10.00,5/4/2012,$10.00
10152880,Unknown,,,Clover,SC,29710-8571,charter.net,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/13/2012,,2/6/2012,$25.00,,
10152892,Unknown,,50,Afton,MN,55001,yahoo.com,$104.44,1,$104.44,$104.44,$104.44,0,0,1,5/18/2012,,1/1/2013,$104.44,,
10152953,Unknown,,24,Minneapolis,MN,55414,umn.edu,$75.00,1,$75.00,$75.00,$75.00,0,1,0,5/18/2012,,5/2/2013,$75.00,,
10152962,Unknown,,,Saint Paul,MN,55110-5934,,$260.00,1,$260.00,$260.00,$260.00,0,0,0,5/18/2012,,1/15/2013,$260.00,,
10152992,Unknown,,,Robbinsdale,MN,55422-1544,,$10.00,1,$10.00,$10.00,$10.00,1,0,0,9/13/2012,,2/3/2012,$10.00,,
10153013,Female,,33,Anoka,MN,55303,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,5/18/2012,,10/24/2012,$100.00,,
10153037,Male,Married,56,Minneapolis,MN,55479,wellsfargo.com,"$176,197.96",16,"$11,012.37","$75,000.00",$125.00,0,7,10,,No,4/21/2012,"$2,500.00",9/24/2012,"$5,000.00"
10153044,Unknown,,25,St. Paul,MN,55119,uofmhabitat.org,$100.00,1,$100.00,$100.00,$100.00,0,1,0,2/14/2011,No,4/20/2013,$100.00,,
10153191,Female,,52,Brooklyn Park,MN,55443,grenergy.com,$50.00,1,$50.00,$50.00,$50.00,0,1,0,5/18/2012,,7/12/2012,$50.00,,
10153198,Female,,,Minneapolis,MN,55408,,"$2,640.00",3,$880.00,"$2,500.00",$40.00,0,2,2,11/15/2012,,4/21/2012,$100.00,6/18/2012,"$2,500.00"
10153206,Unknown,,,Eden Prairie,MN,55347,,$15.00,1,$15.00,$15.00,$15.00,0,0,0,9/13/2012,,2/14/2012,$15.00,,
10153207,Unknown,,,Eden Prairie,MN,55346,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/13/2012,,2/14/2012,$25.00,,
10153208,Unknown,,,St. Paul,MN,55113,q.com,$250.00,2,$125.00,$200.00,$50.00,0,0,0,9/13/2012,,2/14/2012,$50.00,12/27/2013,$200.00
10153209,Unknown,,,Eden Prairie,MN,55346-4115,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,2/14/2012,$50.00,,
10153210,Unknown,,,McGregor,MN,55760-4621,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,2/14/2012,$100.00,,
10153211,Unknown,,,Minneapolis,MN,55406-3023,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,2/14/2012,$100.00,,
10153212,Unknown,,,Bloomington,MN,55438-1606,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,2/14/2012,$100.00,,
10153243,Unknown,,49,Minneapolis,MN,55412,assurant.com,$15.00,1,$15.00,$15.00,$15.00,1,0,0,5/18/2012,,12/31/2012,$15.00,,
10153308,Male,,43,Excelsior,MN,55331,salesforce.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,5/18/2012,,5/31/2012,$100.00,,
10153351,Male,Married,,Rosemount,MN,55068,,$75.00,1,$75.00,$75.00,$75.00,0,0,0,9/13/2012,,2/29/2012,$75.00,,
10153355,Male,,,Denver,CO,80205-3005,,$358.40,1,$358.40,$358.40,$358.40,0,0,0,9/13/2012,,2/27/2012,$358.40,,
10153356,Unknown,,,St. Louis Park,MN,55416,,$17.92,1,$17.92,$17.92,$17.92,0,0,0,9/13/2012,,2/27/2012,$17.92,,
10153362,Unknown,,69,Minneapolis,MN,55401,target.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/13/2012,,3/16/2012,$250.00,,
10153423,Female,,62,Minneapolis,MN,55445-2475,aol.com,$20.00,1,$20.00,$20.00,$20.00,1,0,0,5/18/2012,,6/28/2012,$20.00,,
10153466,Unknown,Married,,Champlin,MN,55316-3504,,$915.00,2,$457.50,$665.00,$250.00,0,1,2,11/15/2012,,4/20/2013,$250.00,4/20/2013,$665.00
10153490,Male,Married,50,Maple Grove,MN,55311,us.pwc.com,"$170,110.00",32,"$5,315.94","$80,000.00",$25.00,0,8,14,,No,4/21/2012,"$2,500.00",5/17/2012,$275.00
10153567,Unknown,,69,Shoreview,MN,55126,yahoo.com,$620.00,4,$155.00,$200.00,$20.00,0,0,0,5/18/2012,,5/30/2012,$20.00,12/29/2014,$200.00
10153718,Female,,29,Minneapolis,MN,55454,gmail.com,$60.00,2,$30.00,$40.00,$20.00,1,1,0,5/18/2012,,12/13/2011,$20.00,7/13/2013,$40.00
10153719,Unknown,,27,Eden Prairie,MN,55347,gmail.com,$30.00,1,$30.00,$30.00,$30.00,0,1,0,5/18/2012,,7/18/2012,$30.00,,
10153761,Unknown,,39,Saint Paul,MN,55117-3357,gmail.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,5/18/2012,,3/14/2013,$25.00,,
10153841,Unknown,,,Minneapolis,MN,55418,tchabitat.org,$718.91,4,$179.73,$368.91,$50.00,0,3,0,9/13/2012,,3/8/2012,$50.00,4/11/2015,$100.00
10153849,Male,,,Menlo Park,CA,94025-5566,gmail.com,"$1,044.39",1,"$1,044.39","$1,044.39","$1,044.39",0,0,3,,No,12/11/2012,"$1,044.39",,
10154021,Unknown,,41,Saint Paul,MN,55104,funderscollaborative.org,$25.00,1,$25.00,$25.00,$25.00,0,0,0,5/18/2012,,7/11/2013,$25.00,,
10154127,Male,,29,St. Louis Park,MN,55416,target.com,$50.00,1,$50.00,$50.00,$50.00,0,1,0,5/18/2012,No,4/20/2013,$50.00,,
10154132,Unknown,,,Medina,MN,55359-9670,,$220.00,1,$220.00,$220.00,$220.00,1,0,0,9/13/2012,,3/30/2012,$220.00,,
10154135,Unknown,,,,,,,$267.00,1,$267.00,$267.00,$267.00,0,0,0,,,1/11/2012,$267.00,,
10154137,Unknown,,,Puyallup,WA,98375,comcast.net,$35.00,1,$35.00,$35.00,$35.00,0,0,0,9/13/2012,,2/25/2012,$35.00,,
10154142,Unknown,,,Minneapolis,MN,55403-3238,gmail.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,3/19/2012,$100.00,,
10154144,Unknown,,,St. Paul,MN,55106,gmail.com,$500.00,1,$500.00,$500.00,$500.00,0,0,0,9/13/2012,,3/23/2012,$500.00,,
10154145,Unknown,,,Rochester,MN,55906-4017,gmail.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,3/29/2012,$50.00,,
10154146,Unknown,,28,Maplewood,MN,55117,gmail.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,4/5/2012,$50.00,,
10154182,Unknown,,51,Golden Valley,MN,55427,umn.edu,$25.00,1,$25.00,$25.00,$25.00,0,0,0,,,12/14/2012,$25.00,,
10154197,Female,Married,60,St. Paul,MN,55104,umn.edu,"$3,650.00",3,"$1,216.67","$1,500.00","$1,000.00",0,5,9,,,6/14/2013,"$1,500.00",10/27/2014,"$1,000.00"
10154277,Unknown,,,Missoula,MT,59803-2752,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,4/3/2012,$50.00,,
10154317,Unknown,,,Minneapolis,MN,55403,mac.com,"$3,500.00",4,$875.00,"$1,000.00",$500.00,0,0,2,11/15/2012,,4/11/2012,"$1,000.00",12/14/2012,$500.00
10154322,Female,,57,Excelsior,MN,55331,acosta.com,$75.00,2,$37.50,$50.00,$25.00,0,1,1,5/18/2012,,5/10/2012,$50.00,12/6/2014,$25.00
10154404,Unknown,,,Saint Paul,MN,55106,gmail.com,$40.00,1,$40.00,$40.00,$40.00,0,0,0,5/18/2012,,4/10/2012,$40.00,,
10154405,Unknown,,38,Portland,OR,97203,gmail.com,$100.00,2,$50.00,$50.00,$50.00,0,0,0,5/18/2012,,4/11/2012,$50.00,4/11/2012,$50.00
10154410,Unknown,,,Hopkins,MN,55343-4358,,$25.00,1,$25.00,$25.00,$25.00,1,0,0,9/13/2012,,4/9/2012,$25.00,,
10154411,Unknown,,,St. Louis Park,MN,55416-2711,,$9.50,1,$9.50,$9.50,$9.50,1,0,0,9/13/2012,,4/9/2012,$9.50,,
10154418,Male,,,Saint Cloud,MN,56303-4351,,$50.00,1,$50.00,$50.00,$50.00,1,0,0,9/13/2012,,4/17/2012,$50.00,,
10154419,Male,,,Savage,MN,55378,kpmg.com,"$17,010.00",8,"$2,126.25","$3,000.00",$110.00,1,3,5,11/15/2012,No,4/17/2012,"$3,000.00",4/20/2013,"$2,500.00"
10154420,Male,,,Calabasas,CA,91302-2165,,$50.00,1,$50.00,$50.00,$50.00,1,0,0,9/13/2012,,4/18/2012,$50.00,,
10154442,Unknown,,76,Minneapolis,MN,55407,aol.com,$60.00,2,$30.00,$30.00,$30.00,1,0,0,5/18/2012,,6/28/2012,$30.00,7/23/2012,$30.00
10154452,Unknown,,34,Lake Mills,WI,53551-1032,gmail.com,$50.00,1,$50.00,$50.00,$50.00,1,0,0,9/13/2012,,4/19/2012,$50.00,,
10154642,Unknown,,,Mound,MN,55364-1001,,$5.00,1,$5.00,$5.00,$5.00,0,0,0,9/13/2012,,4/16/2012,$5.00,,
10154643,Unknown,,,Oakdale,MN,55128,,$10.00,1,$10.00,$10.00,$10.00,0,0,0,9/13/2012,,4/16/2012,$10.00,,
10154646,Unknown,,,Swansea,IL,62226-5994,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,4/16/2012,$50.00,,
10154647,Unknown,,,Ballwin,MO,63021-4401,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,4/16/2012,$50.00,,
10154648,Unknown,,,St. Louis Park,MN,55426-3613,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/13/2012,,4/16/2012,$50.00,,
10154649,Unknown,,,Louisville,KY,40241,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,4/16/2012,$100.00,,
10154650,Unknown,,,Maple Grove,MN,55369-4565,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/13/2012,,4/16/2012,$100.00,,
10154651,Unknown,,,Plymouth,MN,55441,,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/13/2012,,4/16/2012,$250.00,,
10154652,Unknown,,,Minneapolis,MN,55415-1649,,$300.00,1,$300.00,$300.00,$300.00,0,0,0,9/13/2012,,4/16/2012,$300.00,,
